VALID_DATE,C-only(0-24hr),C1+(0-24hr),M-only(0-24hr),M1+(0-24hr)
"2016-05-06",-1.00000,-1.00000,0.160604,0.160604
"2016-05-07",-1.00000,-1.00000,0.111840,0.111840
"2016-05-08",-1.00000,-1.00000,0.0606001,0.0606001
"2016-05-09",-1.00000,-1.00000,0.0502492,0.0502492
"2016-05-10",-1.00000,-1.00000,0.105635,0.105635
"2016-05-11",-1.00000,-1.00000,0.0946367,0.0946367
"2016-05-12",-1.00000,-1.00000,0.304616,0.304616
"2016-05-13",-1.00000,-1.00000,0.141056,0.141056
"2016-05-14",-1.00000,-1.00000,0.105796,0.105796
"2016-05-15",-1.00000,-1.00000,0.244103,0.244103
"2016-05-16",-1.00000,-1.00000,0.216064,0.216064
"2016-05-17",-1.00000,-1.00000,0.156520,0.156520
"2016-05-18",-1.00000,-1.00000,0.176712,0.176712
"2016-05-19",-1.00000,-1.00000,0.168410,0.168410
"2016-05-20",-1.00000,-1.00000,0.129990,0.129990
"2016-05-21",-1.00000,-1.00000,0.148000,0.148000
"2016-05-22",-1.00000,-1.00000,0.0830000,0.0830000
"2016-05-23",-1.00000,-1.00000,0.0163000,0.0163000
"2016-05-24",-1.00000,-1.00000,0.0960425,0.0960425
"2016-05-25",-1.00000,-1.00000,0.185994,0.185994
"2016-05-26",-1.00000,-1.00000,0.203550,0.203550
"2016-05-27",-1.00000,-1.00000,0.0333000,0.0333000
"2016-05-28",-1.00000,-1.00000,0.0345953,0.0419863
"2016-05-29",-1.00000,-1.00000,0.0807356,0.0807356
"2016-05-30",-1.00000,-1.00000,0.0847474,0.0847474
"2016-05-31",-1.00000,-1.00000,0.0646644,0.0646644
"2016-06-01",-1.00000,-1.00000,0.0850408,0.0850408
"2016-06-02",-1.00000,-1.00000,0.0442586,0.0454179
"2016-06-03",-1.00000,-1.00000,0.0439025,0.0439025
"2016-06-04",-1.00000,-1.00000,0.0248438,0.0287224
"2016-06-05",-1.00000,-1.00000,0.0100000,0.0135512
"2016-06-06",-1.00000,-1.00000,0.0666170,0.0666170
"2016-06-07",-1.00000,-1.00000,0.0125000,0.0144389
"2016-06-08",-1.00000,-1.00000,0.0125000,0.0144389
"2016-06-09",-1.00000,-1.00000,0.0202000,0.0202000
"2016-06-10",-1.00000,-1.00000,0.0201000,0.0201000
"2016-06-11",-1.00000,-1.00000,0.0327430,0.0327430
"2016-06-12",-1.00000,-1.00000,0.0324453,0.0412228
"2016-06-13",-1.00000,-1.00000,0.0329388,0.0329388
"2016-06-14",-1.00000,-1.00000,0.0229666,0.0280558
"2016-06-15",-1.00000,-1.00000,0.0241527,0.0284770
"2016-06-16",-1.00000,-1.00000,0.0114000,0.0140483
"2016-06-17",-1.00000,-1.00000,0.0228677,0.0280207
"2016-06-18",-1.00000,-1.00000,0.0239552,0.0284068
"2016-06-19",-1.00000,-1.00000,0.0628696,0.0628696
"2016-06-20",-1.00000,-1.00000,0.0507137,0.0507137
"2016-06-21",-1.00000,-1.00000,0.0506175,0.0506175
"2016-06-22",-1.00000,-1.00000,0.0115000,0.0140838
"2016-06-23",-1.00000,-1.00000,0.0100000,0.0135512
"2016-06-24",-1.00000,-1.00000,0.0100000,0.0135512
"2016-06-25",-1.00000,-1.00000,0.0100000,0.0135512
"2016-06-26",-1.00000,-1.00000,0.0100000,0.0135512
"2016-06-27",-1.00000,-1.00000,0.0125000,0.0144389
"2016-06-28",-1.00000,-1.00000,0.0100000,0.0135512
"2016-06-29",-1.00000,-1.00000,0.0100000,0.0135512
"2016-06-30",-1.00000,-1.00000,0.0113000,0.0140128
"2016-07-01",-1.00000,-1.00000,0.0125000,0.0144389
"2016-07-02",-1.00000,-1.00000,0.0100000,0.0135512
"2016-07-03",-1.00000,-1.00000,0.0125000,0.0144389
"2016-07-04",-1.00000,-1.00000,0.0237575,0.0283366
"2016-07-05",-1.00000,-1.00000,0.0125000,0.0144389
"2016-07-06",-1.00000,-1.00000,0.0125000,0.0144389
"2016-07-07",-1.00000,-1.00000,0.0125000,0.0144389
"2016-07-08",-1.00000,-1.00000,0.0114000,0.0140483
"2016-07-09",-1.00000,-1.00000,0.0385000,0.0385000
"2016-07-10",-1.00000,-1.00000,0.0113000,0.0140128
"2016-07-11",-1.00000,-1.00000,0.0237575,0.0283366
"2016-07-12",-1.00000,-1.00000,0.0407385,0.0441678
"2016-07-13",-1.00000,-1.00000,0.0507162,0.0507162
"2016-07-14",-1.00000,-1.00000,0.0506175,0.0506175
"2016-07-15",-1.00000,-1.00000,0.0506175,0.0506175
"2016-07-16",-1.00000,-1.00000,0.0696433,0.0696433
"2016-07-17",-1.00000,-1.00000,0.0917304,0.0917304
"2016-07-18",-1.00000,-1.00000,0.143838,0.143838
"2016-07-19",-1.00000,-1.00000,0.144774,0.144774
"2016-07-20",-1.00000,-1.00000,0.142884,0.142884
"2016-07-21",-1.00000,-1.00000,0.246226,0.246226
"2016-07-22",-1.00000,-1.00000,0.0852000,0.0852000
"2016-07-23",-1.00000,-1.00000,0.212000,0.212000
"2016-07-24",-1.00000,-1.00000,0.0243500,0.0285471
"2016-07-25",-1.00000,-1.00000,0.0125000,0.0144389
"2016-07-26",-1.00000,-1.00000,0.0125000,0.0144389
"2016-07-27",-1.00000,-1.00000,0.0248438,0.0287224
"2016-07-28",-1.00000,-1.00000,0.0358630,0.0424364
"2016-07-29",-1.00000,-1.00000,0.0223750,0.0278457
"2016-07-30",-1.00000,-1.00000,0.126107,0.126107
"2016-07-31",-1.00000,-1.00000,0.0654883,0.0654883
"2016-08-01",-1.00000,-1.00000,0.0125000,0.0144389
"2016-08-02",-1.00000,-1.00000,0.0311729,0.0311729
"2016-08-03",-1.00000,-1.00000,-1.00000,-1.00000
"2016-08-04",-1.00000,-1.00000,-1.00000,-1.00000
"2016-08-05",-1.00000,-1.00000,-1.00000,-1.00000
"2016-08-06",-1.00000,-1.00000,0.0633632,0.0633632
"2016-08-07",-1.00000,-1.00000,0.0516505,0.0516505
"2016-08-08",-1.00000,-1.00000,0.0521379,0.0521379
"2016-08-09",-1.00000,-1.00000,0.0954104,0.0954104
"2016-08-10",-1.00000,-1.00000,0.0848813,0.0848813
"2016-08-11",-1.00000,-1.00000,0.136865,0.136865
"2016-08-12",-1.00000,-1.00000,0.0653231,0.0653231
"2016-08-13",-1.00000,-1.00000,0.0760408,0.0760408
"2016-08-14",-1.00000,-1.00000,0.106039,0.106039
"2016-08-15",-1.00000,-1.00000,0.0947403,0.0947403
"2016-08-16",-1.00000,-1.00000,0.0941553,0.0941553
"2016-08-17",-1.00000,-1.00000,0.0646669,0.0646669
"2016-08-18",-1.00000,-1.00000,0.0630452,0.0630452
"2016-08-19",-1.00000,-1.00000,0.0512267,0.0512267
"2016-08-20",-1.00000,-1.00000,0.0113000,0.0140128
"2016-08-21",-1.00000,-1.00000,0.0100000,0.0135512
"2016-08-22",-1.00000,-1.00000,0.0114000,0.0140483
